cage15.sorted	5154859	1092607.234342588	42966.67834375602	73725.63030529978
circuit5M.sorted	5558326	2793149.8803168437	78768.78275656317	827601.5064453182
bone010.sorted	986703	17931.371403553047	222.15759740316506	217.86751885068713
ldoor.sorted	952203	194446.24546131445	5760.884299702805	2238.160301076225
rajat31.sorted	4690002	4557.086543033457	1387.4942396835581	444.13417486756566
TSOPF_RS_b2383.sorted	38120	18422.078646379854	172.24684245983914	114.53431995792323
Ga41As41H72.sorted	268096	46185.56930353306	1214.8684100555306	1160.4776251612511
wikipedia-20051105.sorted	1634989	555995.1358706389	22505.82367964518	57738.90720077653
eu-2005.sorted	862664	214717.95645813434	14430.656081043317	11158.860605554524
PR02R.sorted	161070	6376.070044080214	155.5884355545533	144.54630710972322
Si41Ge41H72.sorted	185639	35928.14900963698	921.3489684528082	879.690640142457
in-2004.sorted	1382908	29733.208270542942	3234.062458887976	2708.1008739082677
Chebyshev4.sorted	68121	3089.793103448276	85.76590529236556	79.34946301775743
rail4284.real	1096894	1048128.0728291316	12675.48612943912	2353.7936296674834
pwtk.sorted	217918	12927.048720160794	415.67512757136734	62.87574402353681
crankseg_2.sorted	63838	55268.92969704565	253.90886630336936	331.44041609389774
TSOPF_RS_b300_c3.sorted	42138	25564.968959134272	111.99919356416045	114.87976635986031
shipsec1.sorted	140874	6462.671536266451	109.10547872715615	117.89532368805153
consph.sorted	83334	5817.65803873569	78.82175429106309	75.04402842731372
webbase-1M.sorted	1000005	152463.6624206879	69861.14190646326	1727.8963520758148
mip1.sorted	66463	39232.10559258535	2207.8087158815124	1187.4511748290752
rma10.sorted	46835	8794.267171986761	173.89764506227132	79.58445848346746
cant.sorted	62451	537.3345022497638	8.693184412508689	8.674861176011461
conf5_4-8x8-15.real	49152	12027.03125	316.4481907894737	300.67578125000006
pdb1HYS.sorted	36417	4731.9413460746355	39.991558844252175	41.62461033922523
bbmat.sorted	38744	1158.2192339459014	51.24630822417901	47.50090047437749
raefsky3.sorted	21200	1403.44679245283	19.243051362683435	19.265676100628927
mc2depi.real	525825	705.7462235534636	235.0830501275773	0.4970788760519184
mac_econ_fwd500.sorted	206500	393.99302179176755	49.82946788919985	53.001609428424665
scircuit.sorted	170998	50829.58826419023	12820.97869718807	3731.773093212
cop20k_A.sorted	121192	75509.27906957555	4590.972084350399	1581.5621196687664
