cage15.sorted	5154859	1092607.234342588	266925.9699968515	70377.5801245	10967.127463816178	659288.811542081
circuit5M.sorted	5558326	2793149.8803168437	169028.20146695245	2457511.5558162658	166514.90299561416	45.326041149799416
bone010.sorted	986703	17931.371403553047	315.0442716805361	7836.128889848313	8099.998829434997	338.0895436620746
ldoor.sorted	952203	194446.24546131445	89212.83196230215	42266.39304749092	35659.01650488394	21584.94873782166
rajat31.sorted	4690002	4557.086543033457	3213.7563664151958	1332.3730874741632	0.0019872059756051276	0.9937458448845011
TSOPF_RS_b2383.sorted	38120	18422.078646379854	501.90868310598114	3749.9118048268624	133.8698058761805	7061.4777806925495
Ga41As41H72.sorted	268096	46185.56930353306	21837.56351083194	1013.248963058009	824.0686806218667	22159.00144724278
wikipedia-20051105.sorted	1634989	555995.1358706389	52276.47881973518	84725.13314890803	74992.9881925811	272662.2728097865
eu-2005.sorted	862664	214717.95645813434	92677.06877416931	20148.567213886286	8857.420805783016	80547.89261983808
PR02R.sorted	161070	6376.070044080214	1595.4139814987273	1202.0992115229403	1019.7878189607003	1932.273204196933
Si41Ge41H72.sorted	185639	35928.14900963698	16712.614725354048	1053.878910142804	822.2153750020201	17015.602529640862
in-2004.sorted	1382908	29733.208270542942	13729.224762601705	5556.994230997289	525.891529299129	8262.654023984242
Chebyshev4.sorted	68121	3089.793103448276	757.4431085861922	763.2847433243787	757.5344460592181	770.8951424670806
rail4284.real	1096894	1048128.0728291316	396343.4169000934	217779.87021475256	193810.41923436042	232071.23155929038
pwtk.sorted	217918	12927.048720160794	1197.7198395726832	9071.460356647913	1559.3190833249205	63.265085949760916
crankseg_2.sorted	63838	55268.92969704565	19612.481484382344	4064.4833484758296	3548.0978257464208	27429.1623484445
TSOPF_RS_b300_c3.sorted	42138	25564.968959134272	196.93234135459682	5093.393706393279	59.57499169395795	10176.813944658028
shipsec1.sorted	140874	6462.671536266451	888.761574172665	1966.6300523872396	1941.6165509604327	1050.48703096384
consph.sorted	83334	5817.65803873569	322.39168886648906	2585.7945256437947	2633.3375212998294	251.55824753401973
webbase-1M.sorted	1000005	152463.6624206879	144934.614598927	4080.815738921305	294.9674111629442	1403.7255803720982
mip1.sorted	66463	39232.10559258535	24931.784767464604	5540.468681822969	1873.4623474715256	1544.9675909904759
rma10.sorted	46835	8794.267171986761	120.74711220241272	6039.860851926977	2137.5021885342157	228.54886302978542
cant.sorted	62451	537.3345022497638	47.45959232037918	214.02225744984068	219.20187026628878	50.799394725464765
conf5_4-8x8-15.real	49152	12027.03125	5271.828125	185.28125	127.953125	5796.921875
pdb1HYS.sorted	36417	4731.9413460746355	1602.8148392234395	679.2752560617295	658.7272427712333	1616.6829228107752
bbmat.sorted	38744	1158.2192339459014	440.7771784018171	23.432015279785258	15.959555027875284	559.0459425975635
raefsky3.sorted	21200	1403.44679245283	16.984905660377358	666.3373584905661	667.6898113207548	16.55622641509434
mc2depi.real	525825	705.7462235534636	471.2084476774592	0.9941577521038368	0.0	0.0
mac_econ_fwd500.sorted	206500	393.99302179176755	130.46332687651332	112.2593220338983	22.266818401937044	35.42846489104116
scircuit.sorted	170998	50829.58826419023	26694.10292518041	9459.991397560205	2049.8634369992633	2313.0281582240727
cop20k_A.sorted	121192	75509.27906957555	3963.405480559773	46039.16007657271	7922.116781635752	13220.15918542478
